,name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade,popularity,combined_difficulty,difficulty_sport_trad,number_near_grades,diff_nearby_grades,safety_numerical,commitment_numerical,aid_numerical
363,Rain Dance,2.7,38,5.10a,['Trad'],130.0,1,,,Nevada,Whiskey Peak,5,4,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",,2.68961163191123,2,7.0,28,1.1071428571428572,,1,
365,Celine,2.0,2,5.10c,['Trad'],60.0,1,,,California,Hodgepodge Rock,2,0,['5.11c'],,2.0982845481793237,3,9.0,1,2.0,,1,
367,Pedipalps,2.0,2,5.9,['Trad'],70.0,1,,,California,Rock Creek,0,0,"['5.12', '5.10+', '5.10+', '5.12-', '5.10-', '5.11-', '5.10-', '5.10+', '5.10+', '5.12-']",,2.0982845481793237,2,6.0,10,1.9,,1,
368,Tribal Gambling,1.0,2,5.10d,['Trad'],40.0,1,,,California,Rattlesnake Canyon,1,1,"['5.11c', '5.9', '5.9', '5.11d', '5.12a', '5.9', '5.10a']",,1.4316178815126572,3,10.0,7,0.4285714285714284,,1,
370,Good-Time Charlie,2.3,10,5.8,['Trad'],140.0,1,,,Nevada,09-Icebox Canyon,1,4,"['5.8', '5.9+']",,2.299532149503452,2,5.0,2,0.0,,1,
374,Covfefe,2.0,4,5.9,['Trad'],60.0,1,,,California,Rock Creek,0,0,"['5.10', '5.9', '5.8', '5.11a', '5.10']",,2.0589707289075942,2,6.0,5,0.7999999999999998,,1,
376,I Had a Dream,2.0,6,5.10b,['Trad'],80.0,1,,,California,Patricia Bowl,0,0,"['5.11b', '5.9', '5.10d', '5.10a']",,2.0421219492197102,2,8.0,4,0.75,,1,
379,What Would Jeff Do,3.3,11,5.11b,['Trad'],900.0,8,,III,California,Fairview Dome,5,6,"['5.8', '5.12a', '5.10b', '5.10c/d', '5.8', '5.11a', '5.12', '5.12+', '5.10c', '5.11+', '5.9', '5.11a', '5.11a', '5.10a']",,3.2162378037114974,4,12.0,14,0.2142857142857144,,3,
382,African Queen,2.0,1,5.10a,['Trad'],210.0,2,,,California,Rattlesnake Canyon,1,2,"['5.9', '5.10a', '5.10c']",,2.1474268222689856,2,7.0,3,0.3333333333333335,,1,
383,Cheeseburgers and Beer,2.1,48,5.8,['Trad'],190.0,1,,,California,Tuolumne Meadows,2,2,"['5.11a', '5.8', '5.7', '5.8', '5.10a', '5.9', '5.10a', '5.7', '5.7', '5.9', '5.6', '5.8', '5.10a', '5.10b', '5.10a', '5.7', '5.7', '5.8', '5.10a/b', '5.10c', '5.8', '5.10a']",,2.1039766049905713,2,5.0,22,0.09090909090909083,,1,
385,Scrunchy-Mungy,2.0,1,5.10,['Trad'],30.0,1,,,California,p. Reed's Pinna…,3,1,"['5.11c', '5.9-', '5.10+', '5.11c', '5.10c', '5.9', '5.8', '5.11a', '5.10a', '5.7', '5.10d', '5.8', '5.8', '5.9', '5.12b', '5.10d', '5.10b', '5.4', '5.10c', '5.10d', '5.10d', '5.11c', '5.13-', '5.10a', '5.10a', '5.9', '5.10a', '5.12a', '5.10b', '5.7', '5.11c', '5.11b', '5.10d', '5.9', '5.10b', '5.10b', '5.9']",,2.1474268222689856,3,7.0,37,0.0,,1,
388,More My Speed,1.6,9,5.3,['Trad'],50.0,1,,,California,Group Campsites Rd,0,1,"['5.10-', '5.7', '5.10b', '5.8', '5.10a', '5.11a', '5.5']",,1.6694853644537972,1,1.0,7,1.1428571428571428,,1,
390,Scrambled Salami,1.0,2,5.3,['Trad'],80.0,1,,,Nevada,03-First Pullou…,1,0,"['5.5', '5.2', '5.3', '5.6', '5.6']",,1.4316178815126572,1,1.0,5,0.0,,1,
393,Mister Masters,3.1,102,5.9+,['Trad'],70.0,1,,,Nevada,09-Icebox Canyon,3,5,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",,3.0921830450926016,2,6.0,21,1.1428571428571428,,1,
395,Cactus Cooler,2.3,4,5.10b,['Trad'],80.0,1,,,California,Rattlesnake Canyon,1,1,"['5.8', '5.8+', '5.8', '5.12a/b', '5.10a', '5.7', '5.11a', '5.11b', '5.8-', '5.10b']",,2.2989707289075945,2,8.0,10,0.7999999999999998,,1,
397,Waste Of Time,2.0,1,5.10c,['Trad'],80.0,1,,,California,s. Pulpit Rock,2,0,"['5.11b', '5.11a', '5.12a/b', '5.10d', '5.11b', '5.12a', '5.12a/b', '5.12a', '5.10b', '5.11a']",,2.1474268222689856,3,9.0,10,1.5,,1,
399,Just Scraping By,2.0,1,5.8,['Trad'],120.0,1,,,California,k. Cascade Area,4,0,"['5.9', '5.10d', '5.8', '5.9']",,2.1474268222689856,2,5.0,4,0.25,,1,
400,Pleasure Boy,2.3,3,5.8+,['Trad'],95.0,1,,,Nevada,Parking Lot Area,2,0,"['5.6', '5.8', '5.8', '5.8', '5.8', '5.8+']",,2.298713411134493,2,5.0,6,0.16666666666666674,,1,
401,The Hermann Connection,3.5,4,5.11a,['Trad'],100.0,1,,,California,Rock Creek,1,1,"['5.10', '5.10c', '5.10b/c', '5.10d', '5.11', '5.10b', '5.11a', '5.10d', '5.11a', '5.9', '5.10c', '5.11', '5.11b', '5.10a/b', '5.10-', '5.10d']",,3.2589707289075944,4,11.0,16,0.875,,1,
403,Just the Tips,4.0,1,5.12c/d,['Trad'],115.0,1,,,California,Glen Aulin Area,2,0,"['5.11c', '5.12b', '5.9', '5.11-', '5.11d', '5.11c', '5.12-', '5.10a', '5.10b/c', '5.12b/c']",,3.1474268222689856,7,17.0,10,2.7,,1,
407,Rocket to Uranus,4.0,1,5.11b/c,['Trad'],350.0,3,,III,California,Pluto Dome,0,0,"['5.11b', '5.11b/c', '5.8']",,3.1474268222689856,4,12.0,3,0.6666666666666665,,3,
411,The Rube Goldberg,4.0,1,5.12-,['Trad'],350.0,4,PG13,,Nevada,16-Black Velvet…,0,0,"['5.10+', '5.11a', '5.11d', '5.10d', '5.12a']",,3.1474268222689856,6,15.0,5,1.7999999999999998,1.0,1,
414,Left Guru Crack,0.0,1,5.10c,['Trad'],160.0,1,,,California,Elephant Rock f…,0,0,"['5.9', '5.11b', '5.11d', '5.10d', '5.10+', '5.10a', '5.11c', '5.10b']",,1.1474268222689858,3,9.0,8,0.25,,1,
415,White Lie,2.2,11,5.8,['Trad'],190.0,1,R,,California,Tuolumne Meadows,0,4,"['5.11a', '5.8', '5.7', '5.8', '5.10a', '5.9', '5.10a', '5.7', '5.7', '5.9', '5.6', '5.8', '5.10a', '5.10b', '5.10a', '5.7', '5.7', '5.8', '5.10a/b', '5.10c', '5.8', '5.10a']",,2.207904470378164,2,5.0,22,0.09090909090909083,2.0,1,
419,The Forgotten Route I - to be named (or remembered),2.0,1,5.11,['Trad'],70.0,1,R,,California,Rock Creek,0,0,"['5.10+', '5.10+', '5.9', '5.11-', '5.10+', '5.10', '5.9', '5.10+', '5.11-', '5.10+', '5.10+', '5.8', '5.8', '5.8']",,2.1474268222689856,5,11.0,14,2.2142857142857144,2.0,1,
420,What'shisface,3.1,18,5.10d,['Trad'],70.0,1,,,California,Patricia Bowl,0,0,"['5.11b', '5.9', '5.10b', '5.10a']",,3.0576238760283143,3,10.0,4,0.5,,1,
423,Pandora's Box,1.0,1,5.10a,['Trad'],70.0,1,,,California,Lower Merced Ri…,0,0,"['5.10d', '5.9', '5.11a', '5.10a', '5.12a', '5.11-', '5.10a', '5.11b', '5.11c', '5.10a', '5.10c', '5.12b']",,1.6474268222689858,2,7.0,12,1.5833333333333335,,1,
432,People's Court,2.0,1,5.10d,['Trad'],90.0,1,,,California,k. Cascade Area,0,0,"['5.10b', '5.10a', '5.11', '5.10b', '5.12a', '5.10b', '5.12c', '5.11d', '5.10b', '5.11b', '5.10d', '5.11a', '5.7', '5.10a', '5.11b', '5.9', '5.10a', '5.10b', '5.10', '5.8+', '5.8+', '5.10-', '5.11b', '5.8', '5.7', '5.10d', '5.10c', '5.12', '5.12a', '5.10c', '5.10d', '5.9', '5.10b', '5.10b', '5.11a', '5.12a', '5.8']",,2.1474268222689856,3,10.0,37,0.18918918918918903,,1,
434,Chips Ahoy,1.9,15,5.9,['Trad'],250.0,2,,,Nevada,03-First Pullou…,0,3,"['5.8', '5.3', '5.7', '5.5', '5.6', '5.8', '5.7+', '5.8', '5.6', '5.7', '5.7', '5.9']",,1.9246783527836233,2,6.0,12,0.33333333333333326,,1,
442,R.C.A.,2.0,5,5.8+,['Trad'],400.0,3,R,,California,Daff Dome,1,1,"['5.11a', '5.9', '5.10c', '5.12+', '5.11a', '5.10a', '5.12b', '5.10a', '5.7', '5.9', '5.10a', '5.8', '5.9', '5.8', '5.9']",,2.049142274089662,2,5.0,15,0.9333333333333331,2.0,1,
452,Jog Corner,1.8,6,5.7,['Trad'],400.0,4,,,California,Lamb Dome,3,4,"['5.7', '5.7', '5.7', '5.9']",,1.8706933777911385,2,4.0,4,0.0,,1,
453,Catch a Fire,3.5,2,5.10c,['Trad'],350.0,2,,,California,Mammoth Lakes Area,2,0,"['5.12', '5.10a', '5.8']",,3.0982845481793237,3,9.0,3,0.6666666666666665,,1,
456,Viagra Corner,2.3,30,5.6,['Trad'],60.0,1,,,Nevada,03-First Pullou…,2,7,"['5.8', '5.6', '5.8', '5.6']",,2.2998339885334826,1,3.0,4,0.5,,1,
457,Unknown B,1.3,3,5.7,['Trad'],80.0,1,,,California,Casa Diablo Mou…,2,2,"['5.10c', '5.11a', '5.9+', '5.8', '5.4', '5.4', '5.10b', '5.10a', '5.6', '5.12-', '5.8', '5.8+', '5.9', '5.9', '5.7', '5.8+', '5.11b', '5.9']",,1.548713411134493,2,4.0,18,0.3333333333333335,,1,
459,The Wicked,3.0,3,5.11a,['Trad'],2000.0,15,,V,Nevada,13-Mt Wilson,9,2,"['5.9', '5.11b', '5.9+', '5.10', '5.10c', '5.10', '5.11', '5.10', '5.10', '5.11a/b']",,2.823713411134493,4,11.0,10,0.7999999999999998,,5,
460,Dark and Long,3.0,2,5.11c,['Trad'],150.0,1,,,Nevada,Magic Mountain,0,0,"['5.10c', '5.9', '5.8', '5.9+', '5.9', '5.10', '5.10', '5.10+', '5.9', '5.10b/c', '5.10+', '5.10b', '5.9', '5.9', '5.10+', '5.11a', '5.11+', '5.10a', '5.8+']",,2.7649512148459907,5,13.0,19,2.4210526315789473,,1,
461,Stumpjumper,1.0,1,5.11a,['Trad'],70.0,1,,,California,Stumps,1,0,"['5.11b', '5.6', '5.10a', '5.10a']",,1.6474268222689858,4,11.0,4,1.75,,1,
463,Arms of Atlas,4.0,1,5.12,['Trad'],90.0,1,,,California,Rock Creek,0,0,"['5.10+', '5.10+', '5.12-', '5.10-', '5.11-', '5.10-', '5.9', '5.10+', '5.10+', '5.12-']",,3.1474268222689856,7,15.0,10,3.6,,1,
471,Midnight Oil,2.0,1,5.11a,['Trad'],180.0,1,R,,Nevada,Magic Mountain,1,0,"['5.10c', '5.9', '5.8', '5.9+', '5.9', '5.10', '5.10', '5.10+', '5.9', '5.11c', '5.10b/c', '5.10+', '5.10b', '5.9', '5.9', '5.10+', '5.11+', '5.10a', '5.8+']",,2.1474268222689856,4,11.0,19,1.3684210526315788,2.0,1,
478,Middle Earth,2.4,15,5.9,['Trad'],600.0,6,,,Nevada,09-Icebox Canyon,3,4,"['5.7', '5.10', '5.9+', '5.9+', '5.9', '5.9']",,2.3934283527836233,2,6.0,6,0.16666666666666652,,1,
479,Fiddler on the Roof,3.6,158,5.10+,['Trad'],500.0,7,,III,Nevada,16-Black Velvet…,19,47,"['5.10', '5.11c', '5.10a', '5.9', '5.10', '5.10-', '5.10c', '5.9+', '5.9', '5.11d', '5.10b', '5.10a', '5.10c', '5.9', '5.10b', '5.11a', '5.10d', '5.10a', '5.11a', '5.10b', '5.10+', '5.11a', '5.10b']",,3.5917915323555847,3,7.0,23,0.21739130434782616,,3,
482,Black Widow,2.5,21,5.9,['Trad'],200.0,2,R,,California,Tuolumne Meadows,7,2,"['5.10a', '5.11a', '5.7', '5.11-', '5.10c', '5.8', '5.10b', '5.9']",,2.490675165660817,2,6.0,8,0.625,2.0,1,
488,Jubilant Song,3.0,251,5.8,['Trad'],800.0,8,,III,Nevada,18-Windy Peak,43,46,"['5.11c', '5.10a', '5.10', '5.9', '5.9', '5.9', '5.9', '5.9', '5.8', '5.8', '5.9', '5.10', '5.7']",,2.997201800176738,2,5.0,13,0.3846153846153846,,3,
494,Pokin' the Pup,1.8,5,5.10a,['Trad'],90.0,1,R,,California,Tenaya Lake Area,0,1,"['5.10c', '5.10a', '5.10d', '5.11b', '5.10a']",,1.8824756074229954,2,7.0,5,0.7999999999999998,2.0,1,
496,Porter's Pout,2.2,11,5.10a,['Trad'],80.0,1,,,California,p. Reed's Pinna…,2,0,"['5.11c', '5.9-', '5.10+', '5.11c', '5.10c', '5.9', '5.8', '5.11a', '5.7', '5.10d', '5.8', '5.8', '5.9', '5.12b', '5.10d', '5.10b', '5.4', '5.10c', '5.10d', '5.10d', '5.11c', '5.13-', '5.10a', '5.10a', '5.9', '5.10a', '5.12a', '5.10b', '5.7', '5.11c', '5.10', '5.11b', '5.10d', '5.9', '5.10b', '5.10b', '5.9']",,2.207904470378164,2,7.0,37,1.0270270270270272,,1,
498,Trundling Juan,1.0,1,5.10b,['Trad'],750.0,7,,,California,Elephant Rock f…,1,0,"['5.9', '5.11b', '5.11d', '5.10c', '5.10d', '5.10+', '5.10a', '5.11c']",,1.6474268222689858,2,8.0,8,1.375,,1,
505,Udi,2.0,1,5.10+,['Trad'],120.0,1,,,California,Rattlesnake Canyon,1,0,"['5.10-', '5.8']",,2.1474268222689856,3,7.0,2,1.0,,1,
506,Coyote Crack,1.5,4,5.9,['Trad'],60.0,1,,,California,Rattlesnake Canyon,1,1,"['5.8', '5.9', '5.10d', '5.10a']",,1.6589707289075946,2,6.0,4,0.25,,1,
507,Journey To The East,2.0,1,5.11b,['Trad'],40.0,1,,,California,Rattlesnake Canyon,0,2,[],,2.1474268222689856,4,12.0,0,,,1,
514,Gwondonna Land Boogie,3.5,4,5.10a,['Trad'],1000.0,10,,IV,Nevada,13-Mt Wilson,10,18,"['5.10+', '5.11c', '5.11b', '5.9', '5.9', '5.9+', '5.9']",,3.2589707289075944,2,7.0,7,0.8571428571428572,,4,
516,Fully Fledged,0.5,4,5.10-,['Trad'],50.0,1,,,California,Rattlesnake Canyon,2,3,['5.8+'],,0.8589707289075944,2,7.0,1,0.0,,1,
518,Catchy Corner,3.9,120,5.11a,['Trad'],150.0,1,,,California,h. Cookie Area,3,9,"['5.11b', '5.12b', '5.10b', '5.10a', '5.11c', '5.10d', '5.11a', '5.10d', '5.12b', '5.9', '5.10a', '5.12a', '5.9', '5.9', '5.11c', 'V0+', '5.8', '5.11b', '5.9', '5.11b', '5.11a', '5.10c', '5.10c', '5.11', '5.11+', '5.13b/c', '5.12b', '5.10+', '5.9', '5.11', '5.10b', '5.10d', '5.11a', '5.10c']",,3.8867343276408097,4,11.0,34,0.3529411764705883,,1,
523,Quail's Gamble,1.0,1,5.7,['Trad'],75.0,1,X,,Nevada,03-First Pullou…,1,0,"['5.11-', '5.11b', '5.11', '5.11a', '5.11+', '5.11c', '5.11a', '5.11-', '5.11b', '5.11+', '5.11a', '5.11b', '5.11b', '5.11c', '5.11-', '5.10a']",,1.6474268222689858,2,4.0,16,2.1875,3.0,1,
526,Canadian Driftwood (aka The Man Who Shot Liberty Valance),3.7,3,5.9,['Trad'],250.0,2,,,California,Rattlesnake Canyon,3,4,"['5.10a', '5.10a', '5.10c']",,3.348713411134493,2,6.0,3,0.3333333333333335,,1,
537,The Dragon,3.6,9,5.11a,['Trad'],460.0,5,,,Nevada,16-Black Velvet…,10,4,"['5.10+', '5.11d', '5.10d', '5.12a', '5.12-']",,3.4694853644537975,4,11.0,5,0.5999999999999996,,1,
542,Black Widow Hollow,2.9,72,5.9,['Trad'],400.0,3,,,Nevada,Mescalito,13,19,"['5.10+', '5.8', '5.10a', '5.7', '5.8-', '5.9', '5.10b/c', '5.7', '5.10c', '5.7+', '5.10a', '5.10a', '5.9', '5.10a', '5.7', '5.10b/c', '5.9+', '5.12', '5.8', '5.10a']",,2.8917103238977804,2,6.0,20,0.3500000000000001,,1,
544,Euphoria,2.5,11,5.7,['Trad'],700.0,4,R,,California,Tuolumne Meadows,4,4,"['5.9', '5.7', '5.8-', '5.10a', '5.10a', '5.7', '5.10a', '5.4']",,2.482904470378164,2,4.0,8,0.125,2.0,1,
547,Beyond Lunacy,3.2,21,5.11c,['Trad'],900.0,7,,,California,p. Reed's Pinna…,5,3,"['5.9-', '5.10+', '5.11c', '5.10c', '5.9', '5.8', '5.11a', '5.10a', '5.7', '5.10d', '5.8', '5.8', '5.9', '5.12b', '5.10d', '5.10b', '5.4', '5.10c', '5.10d', '5.10d', '5.11c', '5.13-', '5.10a', '5.10a', '5.9', '5.10a', '5.12a', '5.10b', '5.7', '5.11c', '5.10', '5.11b', '5.10d', '5.9', '5.10b', '5.10b', '5.9']",,3.158856983842635,5,13.0,37,2.054054054054054,,1,
548,Prelude,0.0,1,5.7,['Trad'],60.0,1,,,Nevada,10-Pine Creek C…,1,0,"['5.8+', '5.8', '5.8', '5.8', '5.5', '5.9', '5.10', '5.8', '5.7', '5.9', '5.8', '5.11-', '5.9', '5.8', '5.10c', '5.9', '5.9', '5.9', '5.8', '5.9', '5.7', '5.9', '5.5']",,1.1474268222689858,2,4.0,23,0.08695652173913038,,1,
549,Pitone usato nelle dolomiti?,2.0,1,5.6,['Trad'],150.0,2,PG13,,California,Silver Lake,5,2,"['4th', '5.7', '5.6', '5.4', '5.8', '5.8', '5.8']",,2.1474268222689856,1,3.0,7,0.5714285714285714,1.0,1,
556,Mandric- direct start,3.2,9,5.11b,['Trad'],80.0,1,,,California,Murphy Creek Area,1,1,"['5.11a', '5.7', '5.9', '5.10b', '5.10a', '5.10c', '5.11b', '5.8', '5.8', '5.11a', '5.10a', '5.9']",,3.1094853644537976,4,12.0,12,1.4166666666666665,,1,
567,High Expectations,3.2,12,5.11-,['Trad'],100.0,1,,,California,Patricia Bowl,1,7,"['5.10a', '5.10a', '5.10a', '5.11c', '5.10b', '5.7', '5.8', '5.10c', '5.10d', '5.9', '5.10a', '5.11-']",,3.130373357272152,4,11.0,12,1.4166666666666665,,1,
568,Heavy Spider Karma,2.1,106,5.6,['Trad'],80.0,1,,,Nevada,10-Pine Creek C…,5,1,"['5.11b/c', '5.4', '5.8+', '5.7', '5.7+', '5.10', '5.10', '5.8-', '5.10a', '5.10c', '5.10d', '5.11a/b', '5.11-', '5.9', '5.5', '5.10c', '5.10c', '5.10a', '5.8', '5.10a', '5.7', '5.10b', '5.10c', '5.7', '5.12a', '5.10-', '5.11a', '5.10-', '5.11b', '5.6', '5.11b', '5.8', '5.9', '5.8-', '5.8+', '5.5']",,2.1018210620984856,1,3.0,36,1.5277777777777777,,1,
572,Bone Saw,3.0,1,5.10a,['Trad'],55.0,1,,,Nevada,16-Black Velvet…,2,0,"['5.11', '5.10+', '5.12a', '5.11a', '5.10', '5.13a', '5.10', '5.9', '5.11', '5.12', '5.12c', '5.12a', '5.10-', '5.9', '5.11d']",,2.6474268222689856,2,7.0,15,2.533333333333333,,1,
578,Wax Cracks Extension (Open Project),2.0,2,5.12b/c,['Trad'],220.0,2,,,Nevada,16-Black Velvet…,0,1,"['5.12a', '5.10', '5.9', '5.11', '5.11', '5.13a', '5.10d', '5.11c', '5.12d', '5.10d', '5.11b', '5.12+', '5.12a', '5.9']",,2.0982845481793237,6,16.0,14,1.2857142857142856,,1,
584,Captain Fairview,3.2,6,5.11b,['Trad'],900.0,10,R,III,California,Fairview Dome,6,0,"['5.11', '5.10c', '5.11', '5.10a', '5.10c', '5.12+', '5.9', '5.11b']",,3.0706933777911387,4,12.0,8,0.125,2.0,3,
589,Void Continuation,1.0,1,5.10d,['Trad'],200.0,2,R,,California,h. Cookie Area,0,0,"['5.11b', '5.12b', '5.10b', '5.10a', '5.11c', '5.11a', '5.11a', '5.10d', '5.12b', '5.9', '5.10a', '5.12a', '5.9', '5.9', '5.11c', 'V0+', '5.8', '5.11b', '5.9', '5.11b', '5.11a', '5.10c', '5.10c', '5.11', '5.11+', '5.13b/c', '5.12b', '5.10+', '5.9', '5.11', '5.10b', '5.10d', '5.11a', '5.10c']",,1.6474268222689858,3,10.0,34,0.6764705882352939,2.0,1,
596,Waltz for Debby,1.3,4,5.10a,['Trad'],60.0,1,,,California,Valley of Kings,2,1,"['5.10b', '5.12a']",,1.4989707289075944,2,7.0,2,2.0,,1,
599,Warming Wall Crack,1.9,30,5.8,['Trad'],65.0,1,,,California,Mammoth Lakes Area,2,5,"['5.10a', '5.11b/c', '5.7', '5.10b', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.10c', '5.11a', '5.12', '5.10a', '5.9+', '5.11b', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a']",,1.9127372143399346,2,5.0,23,1.0434782608695654,,1,
602,Too High,1.5,2,5.6,['Trad'],80.0,1,,,California,Lower Merced Ri…,0,3,"['5.10+', '5.10b', '5.8-', '5.7', '5.9', '5.9+', '5.11-', '5.8', '5.9', '5.8', '5.9', '5.11b', '5.9', '5.8+', '5.11', '5.11a', '5.9', '5.9', '5.8', '5.9', '5.11a', '5.7', '5.11-', '5.11a', '5.8', '5.11a', '5.10+', '5.8', '5.10b', '5.9', '5.10-', '5.9', '5.7', '5.10b', '5.11+', '5.8', '5.10+', '5.8+', '5.11-', '5.10b', '5.10c', '5.8', '5.9', '5.9', '5.10a']",,1.7649512148459905,1,3.0,45,1.577777777777778,,1,
608,Hoosier Daddy,2.8,10,5.10b,['Trad'],80.0,1,,,California,Rock Creek,2,3,"['5.9+', '5.9', '5.10c', '5.10c', '5.10b', '5.10', '5.4', '5.10b', '5.11d', '5.9', '5.10b', '5.9', '5.11a/b', '5.10b', '5.10a', '5.10-']",,2.7540776040489066,2,8.0,16,0.4375,,1,
614,Dr. Strange Glove,3.0,1,5.8,['Trad'],90.0,1,,,California,Stumps,1,0,"['5.8', '5.9', '5.9', '5.8', '5.10b']",,2.6474268222689856,2,5.0,5,0.0,,1,
616,Welcome to Indian Country,2.0,1,5.10a,['Trad'],120.0,1,,,California,Rattlesnake Canyon,1,0,"['5.11c', '5.9', '5.9', '5.11d', '5.12a', '5.9', '5.10d']",,2.1474268222689856,2,7.0,7,1.5714285714285716,,1,
624,All Hail the Glow Cloud,3.0,1,5.9,['Trad'],45.0,1,,,California,Storybook Cliff,1,0,"['5.10d', '5.9', '5.8', '5.4']",,2.6474268222689856,2,6.0,4,0.0,,1,
628,The Coming,2.0,7,5.9,['Trad'],400.0,5,R,II,California,Medlicott Dome,0,0,"['5.11a', '5.11c', '5.11b', '5.10b', '5.9', '5.11c', '5.11a', '5.11a', '5.9', '5.11d', '5.13c', '5.10a', '5.12c', '5.11a', '5.10a/b', '5.8', '5.11b/c', '5.12a', '5.11a', '5.10c', '5.10c']",,2.0368567055672466,2,6.0,21,1.9523809523809526,2.0,2,
636,The Canadian Route,3.0,1,5.10a,['Trad'],1200.0,8,,IV,Nevada,13-Mt Wilson,11,2,"['5.11c', '5.10', '5.9+']",,2.6474268222689856,2,7.0,3,1.3333333333333335,,4,
650,Rodan,1.0,1,5.7+,['Trad'],100.0,1,X,,Nevada,03-First Pullou…,0,3,"['5.9', '5.10-', '5.8+', '5.7', '5.6', '5.9', '5.7+', '5.7', '5.8', '5.8+', '5.6', '5.8', '5.8+']",,1.6474268222689858,2,4.0,13,0.15384615384615374,3.0,1,
652,Take the Skinheads Bowling,3.0,2,5.12-,['Trad'],100.0,1,,,Nevada,03-First Pullou…,0,0,[],,2.7649512148459907,6,15.0,0,,,1,
654,Great Pumpkin,3.1,65,5.8,['Trad'],700.0,5,R,III,California,Fairview Dome,10,11,"['5.12a', '5.10b', '5.10c/d', '5.8', '5.11a', '5.12', '5.12+', '5.10c', '5.11+', '5.9', '5.11a', '5.11a', '5.10a', '5.11b']",,3.08780081279603,2,5.0,14,1.9285714285714284,2.0,3,
670,Book 'em Dano,2.5,2,5.10d,['Trad'],90.0,1,R,,California,k. Cascade Area,1,0,"['5.10b', '5.10a', '5.11', '5.10b', '5.12a', '5.10b', '5.12c', '5.11d', '5.10b', '5.11b', '5.10d', '5.11a', '5.7', '5.10a', '5.11b', '5.9', '5.10a', '5.10b', '5.10', '5.8+', '5.8+', '5.10-', '5.11b', '5.8', '5.7', '5.10d', '5.10c', '5.12', '5.12a', '5.10c', '5.10d', '5.9', '5.10b', '5.10b', '5.11a', '5.12a', '5.8']",,2.431617881512657,3,10.0,37,0.18918918918918903,2.0,1,
671,Europop,2.0,10,5.8,['Trad'],180.0,1,,,California,Tuolumne Meadows,5,2,"['5.12c', '5.12c', '5.7', '5.8', '5.10', '5.8', '5.10d', '5.13b', '5.8', '5.13+', '5.10d', '5.11a', '5.7', '5.10a', '5.10d', '5.8']",,2.026804876776179,2,5.0,16,1.3125,,1,
672,Stick Left,3.5,17,5.10c,['Trad'],140.0,1,,,Nevada,10-Pine Creek C…,4,5,"['5.8+', '5.7', '5.8', '5.8', '5.8', '5.5', '5.9', '5.10', '5.8', '5.7', '5.9', '5.8', '5.11-', '5.9', '5.8', '5.9', '5.9', '5.9', '5.8', '5.9', '5.7', '5.9', '5.5']",,3.4330474246965537,3,9.0,23,0.9565217391304346,,1,
683,Blues Riff,3.9,103,5.11,['Trad'],250.0,2,,,California,Tuolumne Meadows,6,19,"['5.9', '5.12-', '5.12a', '5.9+', '5.11+']",,3.88456590042825,5,11.0,5,0.7999999999999998,,1,
684,Dogleg Crack,2.3,6,5.8,['Trad'],200.0,2,,,Nevada,09-Icebox Canyon,2,1,['5.9'],,2.299264806362567,2,5.0,1,0.0,,1,
685,Jojoba Heater,3.0,2,5.7,['Trad'],80.0,1,,,California,Rattlesnake Canyon,1,2,"['5.8', '5.8+', '5.8', '5.10b', '5.12a/b', '5.10a', '5.11a', '5.11b', '5.8-', '5.10b']",,2.7649512148459907,2,4.0,10,0.7999999999999998,,1,
687,West Shoulder,1.0,4,4th,['Trad'],250.0,1,,,California,Mammoth Lakes Area,1,1,"['Easy 5th', '4th']",,1.2589707289075944,1,1.0,3,0.0,,1,
693,Battle of the Bulge,2.7,109,5.8,['Trad'],140.0,1,,,California,Tuolumne Meadows,6,12,"['5.11c', '5.12c', '5.12a', '5.5', '5.11c', 'V3', 'V6', '5.7']",,2.696316851313982,2,5.0,8,2.875,,1,
697,Cooke Book,3.1,105,5.10a,['Trad'],500.0,4,,II,California,Daff Dome,8,11,"['5.11a', '5.9', '5.10c', '5.12+', '5.11a', '5.12b', '5.10a', '5.7', '5.9', '5.10a', '5.8+', '5.8', '5.9', '5.8', '5.9']",,3.0924042796654527,2,7.0,15,0.9333333333333331,,2,
702,Nut Buster,1.0,1,5.10-,['Trad'],80.0,1,,,California,Rock Creek,0,0,"['5.12', '5.10+', '5.10+', '5.12-', '5.11-', '5.10-', '5.9', '5.10+', '5.10+', '5.12-']",,1.6474268222689858,2,7.0,10,1.9,,1,
